StudentID,Answer,Score
30,"adalah alat yang dipakai untuk mengolah data menurut prosedur yang telah dirumuskan. Kata computer pada awalnya dipergunakan untuk menggambarkan orang yang perkerjaannya melakukan perhitungan aritmatika, dengan atau tanpa alat bantu, tetapi arti kata ini kemudian dipindahkan kepada mesin itu sendiri. Asal mulanya, pengolahan informasi hampir eksklusif berhubungan dengan masalah aritmetika, tetapi komputer modern dipakai untuk banyak tugas yang tidak berhubungan dengan matematika. ",39.33
31,"pada awal komputer adalah mesin hitung untuk memudahkan pekerjaan manusia. saat ini komputer dapat digunakan untuk hal lain seperti bermain game, bekerja, mendengarkan musik dll. ",26.33
32,Komputer adalah mesin hitung. komputer digunakan untuk mengolah data dengan menggunakn mesin. Komputer saat ini sudah berkembang secara pesat. ,20.67
33,"Komputer adalah alat yang dipakai untuk mengolah data menurut prosedur yang telah dirumuskan. Kata computer pada awalnya dipergunakan untuk menggambarkan orang yang perkerjaannya melakukan perhitungan aritmatika, dengan atau tanpa alat bantu, tetapi arti kata ini kemudian dipindahkan kepada mesin itu sendiri. Asal mulanya, pengolahan informasi hampir eksklusif berhubungan dengan masalah aritmetika, tetapi komputer modern dipakai untuk banyak tugas yang tidak berhubungan dengan matematika. ",41.00
34,alat yang dipakai untuk mengolah data menurut prosedur yang telah dirumuskan dimana komputer itu sendiri merupakan perangkat elektronik yang terdiri dari beberapa komponen yang saling bekerja sama membentuk sebuah sistem kerja yang dapat menjalankan pekerjaan secara otomatis berdasar urutan instruksi ataupun program yang diberikan kepadanya sehingga dapat menghasilkan suatu informasi berdasarkan program dan data yang ada. ,29.33
35,Secara umum komputer adalah sekumpulan alat elektronik dimana satu dengan yang lainnya saling bekerja sama terkoordinasi dibawah kontrol program dengan kemampuan dapat menerima data dan mengolah data. ,28.33
36,"Komputer adalah alat yang dipakai untuk mengolah data menurut prosedur yang telah dirumuskan. Kata computer pada awalnya dipergunakan untuk menggambarkan orang yang perkerjaannya melakukan perhitungan aritmatika, dengan atau tanpa alat bantu, tetapi arti kata ini kemudian dipindahkan kepada mesin itu sendiri. ",29.33
37,"Komputer adalah alat yang dipakai untuk mengolah data menurut prosedur yang telah dirumuskan. Kata computer pada awalnya dipergunakan untuk menggambarkan orang yang perkerjaannya melakukan perhitungan aritmatika, dengan atau tanpa alat bantu, tetapi arti kata ini kemudian dipindahkan kepada mesin itu sendiri. Asal mulanya, pengolahan informasi hampir eksklusif berhubungan dengan masalah aritmetika, tetapi komputer modern dipakai untuk banyak tugas yang tidak berhubungan dengan matematika. ",40.00
38,Komputer adalah alat yang dipakai untuk mengolah data menurut prosedur yang telah dirumuskan ,26.67
39,"adalah alat yang dipakai untuk mengolah data menurut prosedur yang telah dirumuskan. Kata computer pada awalnya dipergunakan untuk menggambarkan orang yang perkerjaannya melakukan perhitungan aritmatika, dengan atau tanpa alat bantu, tetapi arti kata ini kemudian dipindahkan kepada mesin itu sendiri. ",28.33
40,"menerima, mengolah dan memberikan informasi ",7.33
41,tempat menerima dan mengolah data ,6.00
42,"Komputer adalah sebuah alat yang digunakan untuk manipulasi data, komputer berisi hardware, software, dan brainware. ",11.67
43,"komputer adalah sebuah mesin yang berfungsi untuk mempermudah pekerjaan manusia yang berawal dari mesin ketik biasa, komputer menggunakan bahasa mesin. ",25.33
44,mesin pegolah kata ,6.33
45,komputer adalah sebuah hardware yg berfungsi membantu manusia untuk bekerja ,21.67
46,alat untuk mempermudah pekerjaan manusia. alat untuk mempersingkat waktu dalam pekerjaan ,22.33
47,komputer adalah alat bantu manusia yang dapat digunakan untuk mempermudah pekerjaan manusia ,25.00
48,"komputer adalah alat komputasi elektronik. yang mana berguna untuk meringankan pekerjaan manusia dalam proses perhitungan, pengolahan data, dan lainnya. ",24.33
49,"alat yang dipakai untuk mengolah data menurut prosedur yang telah dirumuskan. Kata computer pada awalnya dipergunakan untuk menggambarkan orang yang perkerjaannya melakukan perhitungan aritmatika, dengan atau tanpa alat bantu, tetapi arti kata ini kemudian dipindahkan kepada mesin itu sendiri. ",28.67
50,"Serangkaian ataupun sekelompok mesin elektronik yang terdiri dari ribuan bahkan jutaan komponen yang dapat saling bekerja sama, serta membentuk sebuah sistem kerja yang rapi dan teliti. ",27.33
51,komputer adalah alat yang digunakan untuk mengolah data dan angka ,10.67
52,alat elektronik yang terdiri dari hardware dan software untuk mejalankan atau melakukan tugas tertentu ,12.33
