StudentID,Answer,Score
18,"pemroses atau CPU sebagai unit pengolahan, memori ram tempat menyimpan data sementara, hard drive media menyimpanan data semi permanen, perangkat masukan data untuk proses oleh CPU, perangkat keluaran yang menampilkan hasil keluaran proses CPU ",10.66666667
19,hardware adalah perangkat keras komputer -mouse -speaker -printer -keyboard -cpu ,48.33333333
20,hardware merupakan perangkat keras ,25
21,"hardware adalah perangkat keras adalah salah satu komponen dari sebuah komputer yang sifat alat nya bisa dilihat dan diraba secara langsung atau yang berbentuk nyata, yang berfungsi untuk mendukung proses komputerisasi. ",48.33333333
22,Hardware adalah perangkat keras dalam komputer - mouse - monitor - cpu - keyboard - Printer ,55
23,Hardware atau perangkat keras adalah komponen pada komputer yang dapat dilihat atau disentuh secara fisik. Contoh hardware adalah: -printer -hard disk -monitor -cpu -keyboard -mouse -joystick -processor -speaker -usb ,68.33333333
24,"Hardware merupakan perangkat keras komputer yang berfungsi sebagai alat untuk mengerjakan perkerjaan yang berkaitan dengan komputer, biasanya hardware digunakan sebagai input maupun output data. Contoh dari hardware yakni, -Keyboard, -Monitor, -CPU, -Mouse, -Motherboard, -Printer, -Mouse dan lain lain. ",63.33333333
25,hardware adalah perangkat keras pada komputer dan salah satu komponen dari sebuah komputer yang sifatnya bisa di lihat dalam bentuk nyata ,50
26,"hardware adalah perangkat keras. contoh : mouse, keyboard, headset, speaker, laptop, printer. ",53.33333333
27,"Hardware adalah perangkat keras, contoh Monitor, Keyboar, Mouse, Printer, Scanner, Stop kontak, Proyektor, Baterai, Joystick, Microkontroller, Minimum System, Hardisk, CD-ROM, DVD-ROM, Prosessor, RAM, ROM, LAN Card, Sound Card, TV Cable. ",52.66666667
28,"hardware adalah sebuah perangkat keras yang berhubungan dengan komputer, atau peralatan elektronik lainnya. -contoh hardware (harddisk, mouse, keyboard, prosesor, fan) ",50
29,"-Perangakat Keras Contoh : Prosesor, Hardisk,Matherboard",30
30,"semua bagian fisik komputer, dan dibedakan dengan data yang berada di dalamnya atau yang beroperasi di dalamnya, dan dibedakan dengan perangkat lunak (software) yang menyediakan instruksi untuk perangkat keras dalam menyelesaikan tugasnya. contohnya : - harddisk - floppydisk - Prosessor - ram - motherboard ",27.66666667
31,hardware adalah perangkat keras untuk menghubungkan dengan software. contoh : - harddisk - printer - scanner - monitor - cpu ,44.33333333
32,"Hardware adalah peralatan komputer yang dapat dilihat manusia. contoh - mouse , keyboard, monitor , mouse, scanner ",45.66666667
33,"engertian Hardware atau Perangkat Keras adalah komponen pada komputer yang dapat terlihat dan disentuh secara fisik. Jadi, rupa secara fisik dari komputer dapat kita sebut sebagai Hardware atau Perangkat Keras. Contoh dari Hardware adalah printer, mouse ",56.66666667
34,"hardware (perangkat keras) adalah salah satu komponen dari sebuah komputer yang sifat alat nya bisa dilihat dan diraba secara langsung atau yang berbentuk nyata, yang berfungsi untuk mendukung proses komputerisasi, contohnya: keyboard, mouse, scanner, monitor, HDD, power supply, VGA card, RAM ",78.33333333
35,"hardware adalah perangkat keras, contohnya keyboard, mouse, scanner, motherboard, VGA. ",49.33333333
36,"Hardware (Perangkat Keras) adalah komponen pada komputer yang dapat dilihat dan disentuh secara fisik. Contohnya : Joystick, Mouse, Monitor, Printer, Speaker, Keyboard, Scanner. ",75
37,"hardware adalah perangkat keras contoh monitor, keyboard, mouse, cpu ",44.66666667
38,"Perangkat keras (hardware) komputer adalah alat-alat dari komputer yang dapat dilihat, disentuh atau berwujud/berbentuk untuk mendukung kinerja dari computer itu sendiri. - Input Device adalah Alat input / masukan - Process Device adalah Alat yang menjalankan proses sistem computer - Output Device adalah Alat output / keluaran, menghubungkan sistem keluar - Storage Device adalah Alat untuk menyimpan ",40
39,"hardware adalah perangkat keras komputer, semua yg bisa kita sentuh dan bisa kita lihat bentuk nyatanya dalam komputer itu hardware mulai monitor, mouse, keyboard, motherboard, vga, ram, processor, dll ",61.66666667
40,"perangkat keras komputer contohnya mouse,keyboard,monitor,printer,lcd ",53.66666667
41,"hardware adalah perangkat keras contoh keyborad, mouse, cpu, printer, ",51.66666667
42,"Hardware adalah perangkat keras dari komputer, contohnya adalah CPU, mouse, keyboard, headseat, monitor. ",52.66666667
43,"Hardware adalah perangkat keras contoh keyboard,monitor,cpu,lcd proyektor, mouse ",51
44,perangkat keras contoh : harddisk ram mouse motherboard keyboard printer scanner heatsink casing processor flashdisk disket cd-rom dvd-rom monitor vga card sound card cable ide speaker headset modem router hub switch ,40
45,hardware adalah perangkat keras komputer contoh : - printer - mouse - keyboard - cpu - monitor ,50
46,hard=keras ware=perangkat jadi perangkat keras ,21.66666667
47,"sebuah perangkat keras dari PC. contohnya : keyboard, mouse, harddisk ",32.66666667
48,"hardware adalah perangkat keras. contoh : harddisk, keyborad, mouse, usb flashdisk, motherboard ",46.66666667
49,"Perangkat Keras adalah komponen pada komputer yang dapat terlihat dan disentuh secara fisik. Jadi, rupa secara fisik dari komputer dapat kita sebut sebagai Hardware contohnya Printer, mouse, LCD, Keyboard dan CPU ",76.66666667
50,"Suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan mampu disentuh secara fisik. mouse, keyboard, joystick, speaker, monitor, printer. ",65
51,adalah perangkat keras komputer yang berada di luar ,24.33333333
52,hardware adalah perangkat keras yang ada pada komputer -processor -memory -ram -hardisk -video card ,41.33333333
