StudentID,Answer,Score
41,"LCD Luquid Control Desktop, CPU Control Prosessing Unit, GPS Google Procesor Satlite ",31
42,"LCD adalah Liquied Control Desktop, CPU adalah Control Processor Unit, GPS adalah Google Proyektor Satelit. ",28.33333333
43,LCD adalah liquied control dekstop Cpu adalah Control Processing Unit GPS adalah Genji Perfect Seiha ,32.66666667
44,LCD = liquid crystal display CPU = central processing unit GPS = Global Positioning System ,100
45,LCD : liquit Crystal display CPU : Central Processing Unit GPS : global positioning system ,100
46,"liquid crystal display , central processing unit , global positioning system ",87
47,LCD : liquid crystal display. CPU : central processing unit. GPS : Global positioning system ,100
48,- LCD = Liquid Crystal Display - CPU = Central Processing Unit - GPS = Global Positioning System,100
49,LCD adalah liquid crystal display CPU adalah Central Processing Unit GPS adalah Global Posessing Unit ,85.66666667
50,"CPU (Central Processing Unit), LCD: Liquid CRYSTAL Display, GPS = Global Positioning System ",100
51,haha ,1
52,-LCD adalah licuid Display -CPU adalah centar Processing Unit -GPS adalah Global position System,52.66666667
